ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,resultado
7019,14,7/10/2020,19:15,Gremio,Coritiba,4-2-3-1,4-2-3-1,Renato Gaúcho,J. de Amorim Campos,Gremio,Arena do Grêmio,2,1,RS,PR,0
7020,14,7/10/2020,20:31,Sao Paulo,Atletico-GO,4-1-4-1,4-2-3-1,F. Diniz Silva,V. Carmo Mancini,Sao Paulo, Morumbi,3,0,SP,GO,0
7021,14,7/10/2020,20:31,Goias,Fluminense,4-4-2,4-2-3-1,E. Alves Moreira,O. Hellmann,Fluminense,Estádio da Serrinha,2,4,GO,RJ,1
7022,14,7/10/2020,21:30,Botafogo-RJ,Palmeiras,4-3-3,4-2-3-1,B. Lazaroni,V. Luxemburgo da Silva,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,SP,0
7023,14,7/10/2020,21:30,Fortaleza,Atletico-MG,4-2-3-1,4-1-4-1,R. Ceni,J. Sampaoli Moya,Fortaleza,Arena Castelão,2,1,CE,MG,0
7024,14,8/10/2020,19:01,Athletico-PR,Ceara,4-3-3,4-2-3-1,E. de Barros,A. Ferreira,-,Estádio Joaquim Américo Guimarães,0,0,PR,CE,2
7025,14,8/10/2020,21:00,Bragantino,Internacional,4-2-3-1,4-1-2-1-2,M. Nogueira Barbieri,E. Coudet,Internacional,Nabizão,0,2,SP,RS,1
7026,15,10/10/2020,17:00,Vasco,Flamengo,4-2-3-1,4-2-3-1,A. Grasselli,D. Torrent Font,Flamengo,Estádio Vasco da Gama,1,2,RJ,RJ,1
7027,15,10/10/2020,18:59,Coritiba,Fortaleza,4-2-3-1,4-2-3-1,J. de Amorim Campos,R. Ceni,-, Couto Pereira,0,0,PR,CE,2
7028,15,10/10/2020,19:00,Palmeiras,Sao Paulo,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,F. Diniz Silva,Sao Paulo,Allianz Parque,0,2,SP,SP,1
7029,15,10/10/2020,21:00,Atletico-MG,Goias,4-1-4-1,4-2-3-1,J. Sampaoli Moya,E. Alves Moreira,Atletico-MG, Mineirão,3,0,MG,GO,0
7030,15,11/10/2020,16:00,Fluminense,Bahia,4-2-3-1,4-2-3-1,O. Hellmann,L. Venker de Menezes,Fluminense, Maracanã,1,0,RJ,BA,0
7031,15,11/10/2020,16:00,Santos,Gremio,4-2-3-1,4-1-4-1,A. Stival,Renato Gaúcho,Santos,Estádio Urbano Caldeira,2,1,SP,RS,0
7032,15,11/10/2020,18:16,Sport,Botafogo-RJ,4-2-3-1,4-3-3,J. Ribeiro Ventura,B. Lazaroni,Botafogo-RJ,Adelmar da Costa Carvalho,1,2,PE,RJ,1
7033,15,11/10/2020,18:14,Atletico-GO,Bragantino,4-2-3-1,4-2-3-1,V. Carmo Mancini,M. Nogueira Barbieri,Atletico-GO,Estádio Olímpico Pedro Ludovico Teixeira,2,1,GO,SP,0
7034,15,11/10/2020,20:29,Ceara,Corinthians,4-2-3-1,4-4-2,A. Ferreira,Coelho,Ceara,Arena Castelão,2,1,CE,SP,0
7035,15,11/10/2020,20:30,Internacional,Athletico-PR,4-1-3-2,4-2-3-1,E. Coudet,E. de Barros,Internacional,Estádio José Pinheiro Borda,2,1,RS,PR,0
6945,11,13/10/2020,17:59,Flamengo,Goias,4-2-3-1,4-3-3,D. Torrent Font,E. Alves Moreira,Flamengo, Maracanã,2,1,RJ,GO,0
7036,16,14/10/2020,18:01,Palmeiras,Coritiba,4-1-4-1,4-2-3-1,V. Luxemburgo da Silva,J. de Amorim Campos,Coritiba,Allianz Parque,1,3,SP,PR,1
7037,16,14/10/2020,19:15,Gremio,Botafogo-RJ,4-2-3-1,4-3-3,Renato Gaúcho,B. Lazaroni,Gremio,Arena do Grêmio,3,1,RS,RJ,0
7038,16,14/10/2020,20:30,Santos,Atletico-GO,4-1-4-1,4-2-3-1,A. Stival,E. do Nascimento Souza,Atletico-GO,Estádio Urbano Caldeira,0,1,SP,GO,1
7039,16,14/10/2020,21:30,Athletico-PR,Corinthians,4-2-3-1,4-3-3,E. de Barros,V. Carmo Mancini,Corinthians,Estádio Joaquim Américo Guimarães,0,1,PR,SP,1
7040,16,14/10/2020,21:30,Atletico-MG,Fluminense,4-1-4-1,4-3-3,J. Sampaoli Moya,O. Hellmann,-, Mineirão,1,1,MG,RJ,2
7041,16,14/10/2020,21:30,Sport,Internacional,4-4-1-1,4-2-3-1,J. Ribeiro Ventura,E. Coudet,Internacional,Adelmar da Costa Carvalho,3,5,PE,RS,1
7042,16,15/10/2020,20:00,Flamengo,Bragantino,4-2-3-1,4-2-3-1,D. Torrent Font,M. Nogueira Barbieri,-, Maracanã,1,1,RJ,SP,2
7043,16,16/10/2020,20:00,Goias,Bahia,4-2-3-1,4-2-3-1,E. Alves Moreira,L. Venker de Menezes,-,Estádio da Serrinha,1,1,GO,BA,2
7046,17,17/10/2020,19:00,Atletico-GO,Athletico-PR,4-2-3-1,4-3-3,E. do Nascimento Souza,E. de Barros,-,Estádio Olímpico Pedro Ludovico Teixeira,1,1,GO,PR,2
7047,17,17/10/2020,19:00,Coritiba,Santos,4-2-3-1,4-1-4-1,J. de Amorim Campos,A. Stival,Santos, Couto Pereira,1,2,PR,SP,1
7048,17,17/10/2020,19:00,Fluminense,Ceara,4-2-3-1,4-2-3-1,O. Hellmann,A. Ferreira,-, Maracanã,2,2,RJ,CE,2
7049,17,17/10/2020,21:00,Sao Paulo,Gremio,4-2-3-1,4-2-3-1,F. Diniz Silva,Renato Gaúcho,-, Morumbi,0,0,SP,RS,2
7050,17,18/10/2020,16:01,Corinthians,Flamengo,4-2-3-1,4-2-3-1,V. Carmo Mancini,D. Torrent Font,Flamengo,Neo Química Arena,1,5,SP,RJ,1
7051,17,18/10/2020,18:15,Internacional,Vasco,4-2-3-1,4-2-3-1,E. Coudet,A. Grasselli,Internacional,Estádio José Pinheiro Borda,2,0,RS,RJ,0
7052,17,18/10/2020,20:31,Bragantino,Sport,4-2-3-1,4-2-3-1,M. Nogueira Barbieri,J. Ribeiro Ventura,Bragantino,Nabizão,2,0,SP,PE,0
7053,17,18/10/2020,20:29,Fortaleza,Palmeiras,4-4-2,4-4-2,R. Ceni,A. Lopes dos Santos,Fortaleza,Arena Castelão,2,0,CE,SP,0
7054,17,19/10/2020,20:00,Bahia,Atletico-MG,4-4-2,4-1-4-1,L. Venker de Menezes,J. Sampaoli Moya,Bahia,Estádio de Pituaçu,3,1,BA,MG,0
7055,17,19/10/2020,20:00,Botafogo-RJ,Goias,4-3-3,4-2-3-1,B. Lazaroni,E. Alves Moreira,-,Estádio Nilton Santos,0,0,RJ,GO,2
7056,18,21/10/2020,21:30,Vasco,Corinthians,4-2-3-1,4-1-4-1,R. Andrade Silva Sá Pinto,V. Carmo Mancini,Corinthians,Estádio Vasco da Gama,1,2,RJ,SP,1
7057,18,24/10/2020,17:01,Bragantino,Goias,4-3-3,4-2-3-1,M. Nogueira Barbieri,E. Alves Moreira,Bragantino,Nabizão,2,0,SP,GO,0
7058,18,24/10/2020,19:00,Ceara,Coritiba,4-2-3-1,4-2-3-1,A. Ferreira,J. de Amorim Campos,Ceara,Arena Castelão,2,1,CE,PR,0
7059,18,24/10/2020,16:00,Atletico-MG,Sport,4-1-4-1,5-4-1,J. Sampaoli Moya,J. Ribeiro Ventura,-, Mineirão,0,0,MG,PE,2
7060,18,25/10/2020,16:00,Atletico-GO,Palmeiras,4-2-3-1,4-2-3-1,E. do Nascimento Souza,A. Lopes dos Santos,Palmeiras,Estádio Olímpico Pedro Ludovico Teixeira,0,3,GO,SP,1
7061,18,25/10/2020,16:00,Fluminense,Santos,4-3-3,4-4-1-1,O. Hellmann,A. Stival,Fluminense, Maracanã,3,1,RJ,SP,0
7062,18,25/10/2020,18:15,Athletico-PR,Gremio,4-2-3-1,4-2-3-1,P. Autuori de Mello,Renato Gaúcho,Gremio,Estádio Joaquim Américo Guimarães,1,2,PR,RS,1
7063,18,25/10/2020,18:15,Internacional,Flamengo,4-2-2-2,4-2-3-1,E. Coudet,D. Torrent Font,-,Estádio José Pinheiro Borda,2,2,RS,RJ,2
7066,19,31/10/2020,16:59,Botafogo-RJ,Ceara,4-3-3,4-2-3-1,F. Tenius,A. Ferreira,-,Estádio Nilton Santos,2,2,RJ,CE,2
7067,19,31/10/2020,19:00,Coritiba,Atletico-GO,4-3-3,4-2-3-1,E. Pacheco,E. do Nascimento Souza,Coritiba, Couto Pereira,1,0,PR,GO,0
7068,19,31/10/2020,19:00,Corinthians,Internacional,4-2-3-1,4-4-2,V. Carmo Mancini,E. Coudet,Corinthians,Neo Química Arena,1,0,SP,RS,0
7069,19,31/10/2020,20:59,Fortaleza,Fluminense,4-5-1,4-4-2,R. Ceni,O. Hellmann,Fluminense,Arena Castelão,0,1,CE,RJ,1
7070,19,1/11/2020,16:00,Flamengo,Sao Paulo,4-2-3-1,4-4-2,D. Torrent Font,F. Diniz Silva,Sao Paulo, Maracanã,1,4,RJ,SP,1
7071,19,1/11/2020,16:01,Sport,Athletico-PR,4-4-2,4-2-3-1,J. Ribeiro Ventura,P. Autuori de Mello,Sport,Adelmar da Costa Carvalho,1,0,PE,PR,0
7072,19,1/11/2020,18:14,Santos,Bahia,4-3-3,4-2-3-1,A. Stival,L. Venker de Menezes,Santos,Estádio Urbano Caldeira,3,1,SP,BA,0
7073,19,1/11/2020,20:31,Goias,Vasco,4-2-3-1,4-2-3-1,E. Alves Moreira,R. Andrade Silva Sá Pinto,-,Estádio da Serrinha,1,1,GO,RJ,2
7074,19,2/11/2020,17:00,Palmeiras,Atletico-MG,4-2-3-1,4-1-4-1,A. Lopes dos Santos,J. Sampaoli Moya,Palmeiras,Allianz Parque,3,0,SP,MG,0
7075,19,2/11/2020,20:00,Gremio,Bragantino,4-2-3-1,4-3-3,Renato Gaúcho,M. Nogueira Barbieri,Gremio,Arena do Grêmio,2,1,RS,SP,0
7076,20,7/11/2020,18:00,Athletico-PR,Fortaleza,4-2-3-1,4-4-2,P. Autuori de Mello,R. Ceni,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,CE,0
7077,20,7/11/2020,19:01,Sao Paulo,Goias,4-1-2-1-2,4-2-3-1,F. Diniz Silva,E. Alves Moreira,Sao Paulo, Morumbi,2,1,SP,GO,0
7078,20,7/11/2020,21:00,Atletico-GO,Corinthians,4-2-3-1,4-2-3-1,E. do Nascimento Souza,V. Carmo Mancini,-,Estádio Olímpico Pedro Ludovico Teixeira,1,1,GO,SP,2
7079,20,8/11/2020,16:01,Vasco,Palmeiras,3-4-2-1,4-2-3-1,R. Andrade Silva Sá Pinto,A. Moreira Ferreira,Palmeiras,Estádio Vasco da Gama,0,1,RJ,SP,1
7080,20,8/11/2020,16:00,Internacional,Coritiba,4-1-3-2,4-3-3,E. Coudet,R. Marques Santana,-,Estádio José Pinheiro Borda,2,2,RS,PR,2
7081,20,8/11/2020,18:16,Bragantino,Santos,4-2-3-1,4-1-4-1,M. Nogueira Barbieri,A. Stival,-,Nabizão,1,1,SP,SP,2
7082,20,8/11/2020,18:15,Atletico-MG,Flamengo,3-4-3,4-1-4-1,J. Desio,D. Torrent Font,Atletico-MG, Mineirão,4,0,MG,RJ,0
7083,20,8/11/2020,18:15,Bahia,Botafogo-RJ,4-2-3-1,4-3-3,L. Venker de Menezes,F. Tenius,Bahia,Itaipava Arena Fonte Nova,1,0,BA,RJ,0
7084,20,8/11/2020,20:30,Fluminense,Gremio,4-2-3-1,4-2-3-1,O. Hellmann,Renato Gaúcho,Gremio, Maracanã,0,1,RJ,RS,1
7085,20,8/11/2020,20:30,Ceara,Sport,4-2-3-1,5-4-1,A. Ferreira,J. Ribeiro Ventura,-,Arena Castelão,0,0,CE,PE,2
7064,18,11/11/2020,18:45,Bahia,Fortaleza,4-2-3-1,4-4-2,L. Venker de Menezes,M. Montenegro,Bahia,Itaipava Arena Fonte Nova,2,1,BA,CE,0
7086,21,14/11/2020,16:30,Sport,Vasco,4-2-3-1,3-4-2-1,J. Ribeiro Ventura,R. Andrade Silva Sá Pinto,Vasco,Adelmar da Costa Carvalho,0,2,PE,RJ,1
7087,21,14/11/2020,16:30,Santos,Internacional,4-2-3-1,4-4-2,M. Fernandes,A. da Silva Braga,Santos,Estádio Urbano Caldeira,2,0,SP,RS,0
7088,21,14/11/2020,16:59,Goias,Athletico-PR,4-2-3-1,4-3-3,E. Alves Moreira,P. Autuori de Mello,Athletico-PR,Estádio da Serrinha,0,1,GO,PR,1
7089,21,14/11/2020,19:01,Corinthians,Atletico-MG,4-4-2,4-2-3-1,V. Carmo Mancini,J. Sampaoli Moya,Atletico-MG,Neo Química Arena,1,2,SP,MG,1
7090,21,14/11/2020,18:59,Fortaleza,Sao Paulo,4-4-2,4-3-3,M. Oliveira Chamusca,F. Diniz Silva,Sao Paulo,Arena Castelão,2,3,CE,SP,1
7091,21,14/11/2020,19:00,Gremio,Ceara,4-2-3-1,4-4-2,Renato Gaúcho,A. Ferreira,Gremio,Arena do Grêmio,4,2,RS,CE,0
7092,21,14/11/2020,21:30,Palmeiras,Fluminense,4-2-3-1,4-3-3,A. Moreira Ferreira,O. Hellmann,Palmeiras,Allianz Parque,2,0,SP,RJ,0
7093,21,14/11/2020,21:30,Flamengo,Atletico-GO,4-4-2,4-2-3-1,R. Ceni,M. Ribeiro Cabo,-, Maracanã,1,1,RJ,GO,2
7094,21,16/11/2020,18:00,Coritiba,Bahia,4-3-3,4-2-3-1,E. Pacheco,L. Venker de Menezes,Bahia, Couto Pereira,1,2,PR,BA,1
7095,21,16/11/2020,20:00,Botafogo-RJ,Bragantino,4-3-3,4-4-2,E. Díaz,M. Nogueira Barbieri,Bragantino,Estádio Nilton Santos,1,2,RJ,SP,1
6954,6,18/11/2020,19:00,Atletico-MG,Athletico-PR,4-1-4-1,4-4-2,L. Calixto Zago,P. Autuori de Mello,Athletico-PR, Mineirão,0,2,MG,PR,1
7044,16,19/11/2020,19:00,Vasco,Fortaleza,3-4-3,4-4-2,R. Andrade Silva Sá Pinto,M. Oliveira Chamusca,-,Estádio Vasco da Gama,0,0,RJ,CE,2
7096,22,20/11/2020,20:01,Bragantino,Bahia,4-4-2,4-2-3-1,M. Nogueira Barbieri,L. Venker de Menezes,Bragantino,Nabizão,4,0,SP,BA,0
7097,22,21/11/2020,19:00,Athletico-PR,Santos,4-4-2,4-2-3-1,P. Autuori de Mello,M. Fernandes,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,SP,0
7098,22,21/11/2020,19:00,Flamengo,Coritiba,4-4-2,3-4-3,R. Ceni,R. Marques Santana,Flamengo, Maracanã,3,1,RJ,PR,0
7099,22,21/11/2020,21:01,Goias,Palmeiras,4-2-3-1,3-4-1-2,A. César,A. Moreira Ferreira,Goias,Estádio da Serrinha,1,0,GO,SP,0
7100,22,22/11/2020,16:03,Sao Paulo,Vasco,4-4-2,3-4-2-1,F. Diniz Silva,R. Andrade Silva Sá Pinto,-, Morumbi,1,1,SP,RJ,2
7101,22,22/11/2020,16:00,Ceara,Atletico-MG,4-4-2,4-1-4-1,A. Ferreira,L. Calixto Zago,-,Arena Castelão,2,2,CE,MG,2
7102,22,22/11/2020,18:15,Internacional,Fluminense,4-2-3-1,4-2-3-1,L. De Souza,O. Hellmann,Fluminense,Estádio José Pinheiro Borda,1,2,RS,RJ,1
7103,22,22/11/2020,18:15,Botafogo-RJ,Fortaleza,4-3-3,4-4-2,E. Díaz,M. Oliveira Chamusca,Fortaleza,Estádio Nilton Santos,1,2,RJ,CE,1
7104,22,22/11/2020,20:30,Corinthians,Gremio,4-2-3-1,4-2-3-1,V. Carmo Mancini,Renato Gaúcho,-,Neo Química Arena,0,0,SP,RS,2
7105,22,23/11/2020,20:01,Sport,Atletico-GO,4-4-2,4-2-3-1,R. Henriques,M. Ribeiro Cabo,Atletico-GO,Adelmar da Costa Carvalho,0,1,PE,GO,1
7045,16,25/11/2020,19:15,Ceara,Sao Paulo,4-2-3-1,4-4-2,A. Ferreira,F. Diniz Silva,-,Arena Castelão,1,1,CE,SP,2
7106,23,25/11/2020,21:30,Atletico-MG,Botafogo-RJ,3-2-4-1,4-2-3-1,L. Calixto Zago,E. Díaz,Atletico-MG, Mineirão,2,1,MG,RJ,0
7107,23,25/11/2020,21:31,Coritiba,Corinthians,4-3-3,4-2-3-1,R. Marques Santana,V. Carmo Mancini,Corinthians, Couto Pereira,0,1,PR,SP,1
7108,23,26/11/2020,19:59,Fortaleza,Goias,4-4-2,4-3-3,M. Oliveira Chamusca,A. César,-,Arena Castelão,1,1,CE,GO,2
7109,23,28/11/2020,17:00,Palmeiras,Athletico-PR,4-2-3-1,4-3-3,A. Moreira Ferreira,P. Autuori de Mello,Palmeiras,Allianz Parque,3,0,SP,PR,0
7110,23,28/11/2020,16:59,Santos,Sport,4-3-3,5-4-1,A. Stival,C. de Lucena,Santos,Estádio Urbano Caldeira,4,2,SP,PE,0
7111,23,28/11/2020,18:59,Bahia,Sao Paulo,4-3-3,4-4-2,C. Prates,F. Diniz Silva,Sao Paulo,Itaipava Arena Fonte Nova,1,3,BA,SP,1
7112,23,28/11/2020,21:00,Atletico-GO,Internacional,4-2-3-1,4-1-3-2,M. Ribeiro Cabo,L. De Souza,-,Estádio Antônio Accioly,0,0,GO,RS,2
6955,6,30/11/2020,18:00,Gremio,Goias,4-2-3-1,4-3-3,Renato Gaúcho,A. César,Gremio,Arena do Grêmio,2,1,RS,GO,0
7113,23,30/11/2020,18:00,Vasco,Ceara,3-4-2-1,4-2-3-1,R. Andrade Silva Sá Pinto,A. Ferreira,Ceara,Estádio Vasco da Gama,1,4,RJ,CE,1
7114,23,30/11/2020,20:00,Fluminense,Bragantino,4-2-2-2,4-3-3,O. Hellmann,M. Nogueira Barbieri,-, Maracanã,0,0,RJ,SP,2
7116,24,2/12/2020,21:30,Fortaleza,Corinthians,4-4-2,4-2-3-1,M. Oliveira Chamusca,V. Carmo Mancini,-,Arena Castelão,0,0,CE,SP,2
6894,1,3/12/2020,19:00,Goias,Sao Paulo,3-4-3,4-2-2-2,G. Ramos da Silva,F. Diniz Silva,Sao Paulo,Estádio da Serrinha,0,3,GO,SP,1
7117,24,5/12/2020,17:01,Santos,Palmeiras,4-2-3-1,4-2-3-1,A. Stival,A. Moreira Ferreira,-,Estádio Urbano Caldeira,2,2,SP,SP,2
7118,24,5/12/2020,16:59,Botafogo-RJ,Flamengo,4-3-3,4-4-2,F. Mercier De Lucena,R. Ceni,Flamengo,Estádio Nilton Santos,0,1,RJ,RJ,1
7119,24,5/12/2020,19:00,Fluminense,Athletico-PR,4-2-2-2,4-4-2,O. Hellmann,P. Autuori de Mello,Fluminense, Maracanã,3,1,RJ,PR,0
7120,24,5/12/2020,19:00,Bahia,Ceara,4-2-3-1,4-2-3-1,L. Venker de Menezes,A. Ferreira,Ceara,Itaipava Arena Fonte Nova,0,2,BA,CE,1
7121,24,5/12/2020,21:01,Coritiba,Bragantino,4-3-3,4-2-3-1,R. Marques Santana,M. Nogueira Barbieri,-, Couto Pereira,0,0,PR,SP,2
7122,24,6/12/2020,16:01,Sao Paulo,Sport,4-4-2,5-4-1,F. Diniz Silva,J. Ribeiro Ventura,Sao Paulo, Morumbi,1,0,SP,PE,0
7123,24,6/12/2020,16:01,Gremio,Vasco,4-2-3-1,3-4-2-1,Renato Gaúcho,R. Andrade Silva Sá Pinto,Gremio,Arena do Grêmio,4,0,RS,RJ,0
7124,24,6/12/2020,18:15,Atletico-MG,Internacional,3-1-4-2,4-1-4-1,J. Sampaoli Moya,L. De Souza,-, Mineirão,2,2,MG,RS,2
7125,24,7/12/2020,20:00,Atletico-GO,Goias,4-2-3-1,5-3-2,M. Ribeiro Cabo,G. Ramos da Silva,Goias,Estádio Antônio Accioly,0,1,GO,GO,1
7065,18,9/12/2020,21:30,Sao Paulo,Botafogo-RJ,4-4-2,4-2-3-1,F. Diniz Silva,F. Mercier De Lucena,Sao Paulo, Morumbi,4,0,SP,RJ,0
7126,25,12/12/2020,17:00,Athletico-PR,Atletico-MG,4-4-2,4-2-3-1,P. Autuori de Mello,J. Sampaoli Moya,Atletico-MG,Estádio Joaquim Américo Guimarães,0,1,PR,MG,1
7127,25,12/12/2020,17:01,Bragantino,Fortaleza,4-4-2,4-4-2,M. Nogueira Barbieri,M. Oliveira Chamusca,Bragantino,Nabizão,2,1,SP,CE,0
7128,25,12/12/2020,19:00,Internacional,Botafogo-RJ,4-4-2,4-2-3-1,A. da Silva Braga,F. Mercier De Lucena,Internacional,Estádio José Pinheiro Borda,2,1,RS,RJ,0
7129,25,12/12/2020,19:00,Palmeiras,Bahia,4-2-3-1,4-4-2,V. Castanheira Penas,L. Venker de Menezes,Palmeiras,Allianz Parque,3,0,SP,BA,0
7130,25,12/12/2020,21:00,Goias,Gremio,5-3-2,4-2-3-1,G. Ramos da Silva,Renato Gaúcho,-,Estádio da Serrinha,0,0,GO,RS,2
7131,25,12/12/2020,21:01,Ceara,Atletico-GO,4-4-2,4-2-3-1,A. Ferreira,M. Ribeiro Cabo,Atletico-GO,Arena Castelão,1,2,CE,GO,1
7132,25,13/12/2020,16:00,Flamengo,Santos,4-4-2,4-2-3-1,R. Ceni,A. Stival,Flamengo, Maracanã,4,1,RJ,SP,0
7133,25,13/12/2020,18:15,Corinthians,Sao Paulo,4-2-3-1,4-4-2,V. Carmo Mancini,F. Diniz Silva,Corinthians,Neo Química Arena,1,0,SP,SP,0
7134,25,13/12/2020,18:16,Sport,Coritiba,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,R. Marques Santana,Sport,Adelmar da Costa Carvalho,1,0,PE,PR,0
7135,25,13/12/2020,20:30,Vasco,Fluminense,4-2-3-1,4-4-2,R. Andrade Silva Sá Pinto,M. de Oliveira,-,Estádio Vasco da Gama,1,1,RJ,RJ,2
7136,26,16/12/2020,21:31,Sao Paulo,Atletico-MG,4-2-3-1,3-5-2,F. Diniz Silva,J. Sampaoli Moya,Sao Paulo, Morumbi,3,0,SP,MG,0
7137,26,16/12/2020,21:31,Atletico-GO,Fluminense,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,M. de Oliveira,Atletico-GO,Estádio Antônio Accioly,2,1,GO,RJ,0
7138,26,19/12/2020,19:00,Sport,Gremio,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,Renato Gaúcho,-,Adelmar da Costa Carvalho,1,1,PE,RS,2
7139,26,19/12/2020,21:00,Internacional,Palmeiras,4-2-3-1,4-2-3-1,A. da Silva Braga,A. Moreira Ferreira,Internacional,Estádio José Pinheiro Borda,2,0,RS,SP,0
7140,26,19/12/2020,21:00,Coritiba,Botafogo-RJ,4-2-3-1,4-1-4-1,E. Pacheco,E. de Souza Barroca,Botafogo-RJ, Couto Pereira,1,2,PR,RJ,1
7141,26,20/12/2020,16:00,Bragantino,Athletico-PR,4-4-2,4-4-2,M. Nogueira Barbieri,P. Autuori de Mello,Athletico-PR,Nabizão,0,1,SP,PR,1
7142,26,20/12/2020,15:59,Vasco,Santos,4-2-3-1,4-2-3-1,R. Andrade Silva Sá Pinto,A. Stival,Vasco,Estádio Vasco da Gama,1,0,RJ,SP,0
7143,26,20/12/2020,18:14,Flamengo,Bahia,4-4-2,4-1-4-1,R. Ceni,L. Venker de Menezes,Flamengo, Maracanã,4,3,RJ,BA,0
7144,26,20/12/2020,20:30,Fortaleza,Ceara,4-4-2,4-2-3-1,M. Oliveira Chamusca,A. Ferreira,Ceara,Arena Castelão,0,2,CE,CE,1
7145,26,21/12/2020,20:02,Corinthians,Goias,4-2-3-1,5-3-2,V. Carmo Mancini,G. Ramos da Silva,Corinthians,Neo Química Arena,2,1,SP,GO,0
7146,27,26/12/2020,17:00,Atletico-MG,Coritiba,4-1-4-1,4-2-3-1,J. Sampaoli Moya,E. Pacheco,Atletico-MG, Mineirão,2,0,MG,PR,0
7147,27,26/12/2020,19:00,Goias,Sport,5-3-2,4-2-3-1,G. Ramos da Silva,J. Ribeiro Ventura,Goias,Estádio da Serrinha,1,0,GO,PE,0
7148,27,26/12/2020,19:00,Fortaleza,Flamengo,4-2-3-1,4-4-2,M. Oliveira Chamusca,R. Ceni,-,Arena Castelão,0,0,CE,RJ,2
7149,27,26/12/2020,20:59,Fluminense,Sao Paulo,4-2-3-1,4-4-2,M. de Oliveira,F. Diniz Silva,Sao Paulo, Maracanã,1,2,RJ,SP,1
7150,27,27/12/2020,16:00,Botafogo-RJ,Corinthians,4-2-3-1,4-2-3-1,E. de Souza Barroca,V. Carmo Mancini,Corinthians,Estádio Nilton Santos,0,2,RJ,SP,1
7151,27,27/12/2020,16:01,Bahia,Internacional,4-2-3-1,4-1-4-1,L. Cavalcanti,A. da Silva Braga,Internacional,Itaipava Arena Fonte Nova,1,2,BA,RS,1
7152,27,27/12/2020,18:15,Athletico-PR,Vasco,4-4-2,4-2-3-1,P. Autuori de Mello,R. Mota,Athletico-PR,Estádio Joaquim Américo Guimarães,3,0,PR,RJ,0
7153,27,27/12/2020,18:15,Palmeiras,Bragantino,4-2-3-1,4-2-3-1,A. Moreira Ferreira,M. Nogueira Barbieri,Palmeiras,Allianz Parque,1,0,SP,SP,0
7154,27,27/12/2020,18:16,Santos,Ceara,4-3-3,4-2-3-1,A. Stival,A. Ferreira,-,Estádio Urbano Caldeira,1,1,SP,CE,2
7155,27,27/12/2020,20:30,Gremio,Atletico-GO,4-2-3-1,4-4-2,Renato Gaúcho,M. Ribeiro Cabo,Gremio,Arena do Grêmio,2,1,RS,GO,0
7156,28,6/1/2021,19:15,Gremio,Bahia,4-2-3-1,4-1-4-1,Renato Gaúcho,L. Cavalcanti,Gremio,Arena do Grêmio,2,1,RS,BA,0
7157,28,6/1/2021,19:15,Botafogo-RJ,Athletico-PR,4-3-3,4-4-2,E. de Souza Barroca,P. Autuori de Mello,Athletico-PR,Estádio Nilton Santos,0,2,RJ,PR,1
7158,28,6/1/2021,20:31,Coritiba,Goias,4-3-3,5-3-2,J. Bertagnoli,G. Ramos da Silva,Goias, Couto Pereira,1,2,PR,GO,1
7159,28,6/1/2021,20:30,Sport,Fortaleza,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,M. Oliveira Chamusca,Sport,Adelmar da Costa Carvalho,1,0,PE,CE,0
7160,28,6/1/2021,21:30,Flamengo,Fluminense,4-4-2,4-2-3-1,R. Ceni,A. dos Santos Ferraz,Fluminense, Maracanã,1,2,RJ,RJ,1
7161,28,6/1/2021,21:30,Bragantino,Sao Paulo,4-1-4-1,4-4-2,M. Nogueira Barbieri,F. Diniz Silva,Bragantino,Nabizão,4,2,SP,SP,0
7162,28,7/1/2021,19:00,Ceara,Internacional,4-2-3-1,4-2-3-1,A. Ferreira,A. da Silva Braga,Internacional,Arena Castelão,0,2,CE,RS,1
7163,28,7/1/2021,21:00,Atletico-GO,Vasco,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,V. Luxemburgo da Silva,-,Estádio Antônio Accioly,0,0,GO,RJ,2
7166,29,9/1/2021,19:01,Sport,Palmeiras,4-2-3-1,3-4-2-1,J. Ribeiro Ventura,A. Moreira Ferreira,Palmeiras,Adelmar da Costa Carvalho,0,1,PE,SP,1
7167,29,9/1/2021,19:00,Coritiba,Athletico-PR,4-3-3,4-2-3-1,J. Bertagnoli,P. Autuori de Mello,-, Couto Pereira,0,0,PR,PR,2
7168,29,9/1/2021,21:00,Fortaleza,Gremio,4-2-3-1,4-2-3-1,E. Alves Moreira,Renato Gaúcho,-,Arena Castelão,0,0,CE,RS,2
